customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
5852-RZWAK,2023-05-15,Paid,2024-05-15,Premium,Monthly,,,22.99,735.68,65,0,Rohan,India,Madhya Pradesh,Female,1979-02-13,,,,
4845-MJXYX,2023-02-25,Referral,2024-02-25,Premium,Annual,2025-03-10,Forgot to cancel trial,22.99,551.76,23,1,Pooja,India,Maharashtra,Male,1966-04-23,,,,
8062-IWXEB,2021-05-28,Referral,2022-05-28,Basic,Annual,,,6.99,384.45,64,0,Varun,India,Rajasthan,Female,1994-08-31,2022-08-09,Y,30.0,1.0
8402-LGPAX,2020-10-14,Paid,2021-10-14,Premium,Annual,2021-06-19,Not enough content,22.99,183.92,86,1,Tanvi,India,Tamil Nadu,Male,1986-03-01,2021-02-19,Y,40.0,1.0
5429-VBMMN,2020-09-06,Organic,2021-09-06,Basic,Monthly,,,6.99,447.36,46,0,Aditi,India,Haryana,Male,1999-02-26,,,,
9155-RTSDW,2022-08-28,Paid,2023-08-28,Basic,Annual,,,6.99,279.6,68,0,Meera,India,Kerala,Male,1978-10-09,,,,
5689-LJVPM,2020-10-01,Paid,2021-10-01,Basic,Annual,,,6.99,440.37,23,0,Riya,India,Bihar,Female,2002-05-08,,,,
4429-RNFVV,2022-07-16,Organic,2023-07-16,Premium,Annual,2024-01-04,Poor streaming quality,23.99,407.83,91,1,Ishaan,India,Punjab,Male,2005-12-15,2023-02-03,Y,50.0,1.0
2447-BIORE,2020-01-06,Referral,2021-01-06,Premium,Annual,,,23.99,1727.28,38,0,Meera,India,Haryana,Female,1999-01-05,,,,
7872-TYIUY,2021-09-07,Organic,2022-09-07,Basic,Monthly,,,6.99,363.48,51,0,Meera,India,Karnataka,Male,1991-01-20,2025-06-02,Y,30.0,1.0
4480-WOLOR,2022-02-28,Referral,2023-02-28,Basic,Monthly,,,6.99,321.54,83,0,Arjun,India,Punjab,Female,2003-03-28,,,,
1446-VLCHI,2022-12-16,Paid,2023-12-16,Basic,Annual,,,6.99,258.63,4,0,Riya,India,Haryana,Male,1984-03-30,,,,
2578-YNUZR,2023-04-16,Organic,2024-04-16,Premium,Annual,,,23.99,791.67,14,0,Priya,India,Gujarat,Male,1983-09-10,2023-08-31,N,80.0,1.0
7186-QWPAT,2022-05-21,Referral,2023-05-21,Premium,Annual,,,22.99,1011.56,56,0,Karan,India,Delhi,Male,1976-08-03,2025-05-19,Y,40.0,2.0
2568-JBKGS,2020-09-26,Organic,2021-09-26,Premium,Annual,,,22.99,1471.36,1,0,Nikhil,India,Telangana,Male,1998-02-06,,,,
2994-RUTUG,2022-11-10,Organic,2023-11-10,Standard,Annual,,,13.99,531.62,95,0,Arjun,India,Telangana,Male,1969-12-07,,,,
3206-KGVFM,2024-12-02,Organic,2025-12-02,Standard,Monthly,,,13.99,181.87,31,0,Riya,India,Rajasthan,Male,1997-07-16,,,,
5705-GXNUI,2019-07-07,Organic,2020-07-07,Standard,Monthly,,,13.99,1091.22,29,0,Riya,India,Haryana,Female,1987-06-14,2023-10-12,Y,30.0,1.0
9407-EJDIB,2024-07-15,Organic,2025-07-15,Premium,Annual,2026-06-14,Forgot to cancel trial,22.99,528.77,69,1,Akash,India,Rajasthan,Male,1988-11-13,,,,
1327-DHTTK,2021-07-02,Organic,2022-07-02,Basic,Monthly,,,8.99,485.46,18,0,Sakshi,India,Karnataka,Male,1974-06-23,,,,
1526-MPNWI,2021-12-26,Referral,2022-12-26,Basic,Monthly,,,6.99,335.52,51,0,Vishal,India,West Bengal,Female,1960-01-23,2024-05-20,N,80.0,1.0
6756-LCNCZ,2023-02-07,Organic,2024-02-07,Standard,Annual,,,13.99,489.65,89,0,Pooja,India,Madhya Pradesh,Female,1961-01-07,2023-06-24,N,80.0,1.0
5954-FPJCK,2021-04-01,Organic,2022-04-01,Standard,Annual,2022-09-23,Switched to competitor,13.99,251.82,91,1,Arjun,India,Kerala,Female,1965-03-09,2022-07-10,Y,20.0,2.0
1482-AYGFH,2022-06-03,Organic,2023-06-03,Standard,Monthly,,,15.99,687.57,42,0,Ananya,India,Gujarat,Female,1990-06-19,,,,
9137-ZKQEL,2024-06-06,Paid,2025-06-06,Basic,Monthly,,,8.99,170.81,22,0,Aditya,India,Odisha,Male,1986-01-23,,,,
4101-JFJVN,2023-08-18,Paid,2024-08-18,Standard,Monthly,2024-01-15,Forgot to cancel trial,13.99,69.95,52,1,Aditya,India,Delhi,Male,2001-10-23,,,,
4638-SXJFF,2023-02-09,Referral,2024-02-09,Premium,Annual,,,22.99,804.65,70,0,Akash,India,Punjab,Male,1965-02-11,,,,
3693-RBLWU,2020-10-13,Paid,2021-10-13,Premium,Annual,,,22.99,1448.37,5,0,Aditya,India,Odisha,Male,1978-06-29,,,,
8583-MRJCO,2023-10-09,Referral,2024-10-09,Standard,Annual,,,13.99,377.73,21,0,Aarav,India,Madhya Pradesh,Male,1962-07-06,,,,
3099-KLAZK,2020-03-06,Paid,2021-03-06,Premium,Annual,2021-01-25,Forgot to cancel trial,24.99,249.9,97,1,Diya,India,Tamil Nadu,Male,2005-04-20,2020-10-15,Y,10.0,2.0
3921-AMUEQ,2023-07-22,Referral,2024-07-22,Basic,Monthly,,,6.99,202.71,8,0,Ishaan,India,Karnataka,Female,1999-06-30,,,,
5791-NUYVX,2022-07-02,Referral,2023-07-02,Premium,Annual,,,22.99,965.58,16,0,Sakshi,India,Odisha,Male,2000-05-29,2025-03-31,N,90.0,1.0
2786-AORUL,2022-03-04,Paid,2023-03-04,Premium,Monthly,,,22.99,1057.54,73,0,Aditi,India,Rajasthan,Male,1960-03-24,,,,
0836-PZOQZ,2023-10-18,Referral,2024-10-18,Standard,Annual,,,13.99,363.74,22,0,Ananya,India,Odisha,Male,1965-07-28,,,,
2354-EEELV,2022-08-26,Referral,2023-08-26,Basic,Annual,2024-04-08,Too expensive,6.99,132.81,80,1,Aditya,India,Gujarat,Female,2001-03-14,,,,
1369-DCTFB,2019-07-09,Referral,2020-07-09,Standard,Monthly,,,14.99,1169.22,53,0,Kavya,India,Gujarat,Male,1973-04-25,,,,
5058-TLAIW,2024-10-25,Organic,2025-10-25,Standard,Annual,,,14.99,209.86,78,0,Akash,India,Madhya Pradesh,Male,1999-11-23,,,,
7930-IMVSL,2020-07-23,Paid,2021-07-23,Premium,Annual,,,22.99,1517.34,42,0,Mohan,India,Madhya Pradesh,Male,1988-10-08,2021-05-18,Y,40.0,1.0
1551-DGLRU,2019-04-26,Referral,2020-04-26,Premium,Annual,2021-08-21,Switched to competitor,22.99,643.72,97,1,Tanvi,India,Bihar,Male,1982-11-14,,,,
0069-CKVCQ,2022-08-06,Paid,2023-08-06,Basic,Annual,,,7.99,327.59,57,0,Sneha,India,Karnataka,Female,1983-10-27,,,,
4805-MMDTZ,2020-03-21,Paid,2021-03-21,Standard,Monthly,2021-11-12,Poor streaming quality,13.99,279.8,6,1,Vishal,India,Maharashtra,Male,1983-08-25,,,,
9241-IJPKK,2023-06-26,Paid,2024-06-26,Standard,Monthly,,,13.99,419.7,73,0,Sakshi,India,Rajasthan,Female,2001-01-03,2023-11-07,N,90.0,1.0
4817-BAIKA,2019-12-02,Paid,2020-12-02,Basic,Annual,,,6.99,517.26,37,0,Vishal,India,Telangana,Female,1994-01-30,,,,
1339-VLZWV,2022-03-11,Referral,2023-03-11,Basic,Monthly,,,6.99,321.54,81,0,Ananya,India,Punjab,Female,1997-09-29,2024-03-26,Y,40.0,1.0
8729-NTUDP,2020-01-28,Referral,2021-01-28,Premium,Monthly,,,22.99,1655.28,22,0,Priya,India,Bihar,Female,1971-09-03,,,,
2628-LNDOC,2022-08-08,Organic,2023-08-08,Standard,Annual,2023-09-19,Switched to competitor,15.99,207.87,69,1,Aditi,India,Bihar,Male,1984-01-30,2022-12-28,N,100.0,1.0
7572-WYPWI,2019-03-18,Referral,2020-03-18,Standard,Monthly,2021-08-18,Too expensive,13.99,405.71,93,1,Rahul,India,Gujarat,Male,1985-05-13,2020-06-12,N,90.0,2.0
5430-OXTIF,2024-03-22,Organic,2025-03-22,Standard,Annual,,,13.99,293.79,94,0,Ishaan,India,Gujarat,Female,1989-08-26,2024-10-04,Y,10.0,1.0
3023-BPYEN,2024-01-01,Organic,2025-01-01,Standard,Monthly,2025-06-22,Poor streaming quality,13.99,237.83,70,1,Rohan,India,Rajasthan,Male,1985-07-08,2024-04-18,Y,60.0,1.0
2753-WCZXJ,2022-09-13,Paid,2023-09-13,Basic,Annual,,,8.99,359.6,47,0,Aditya,India,Odisha,Female,1995-09-05,,,,
8458-GQCYB,2021-10-23,Referral,2022-10-23,Standard,Annual,2022-03-27,Poor streaming quality,14.99,74.95,80,1,Aditya,India,Bihar,Female,1978-12-24,2022-02-07,N,100.0,2.0
2086-RKOMZ,2021-08-11,Organic,2022-08-11,Premium,Monthly,2022-04-14,Switched to competitor,22.99,183.92,61,1,Diya,India,Kerala,Male,1980-10-25,2021-09-26,N,80.0,1.0
3630-UHWFO,2020-11-03,Organic,2021-11-03,Basic,Monthly,2021-06-25,Forgot to cancel trial,6.99,48.93,55,1,Meera,India,Bihar,Female,1987-05-19,,,,
9682-VEZST,2021-06-24,Paid,2022-06-24,Standard,Annual,,,13.99,769.45,38,0,Mohan,India,Maharashtra,Male,1980-11-18,,,,
1462-RHWTU,2023-12-01,Paid,2024-12-01,Standard,Annual,2024-08-26,Too expensive,13.99,111.92,82,1,Nikhil,India,Maharashtra,Male,1987-08-26,2024-05-27,Y,20.0,1.0
1563-MHMWA,2023-03-05,Organic,2024-03-05,Premium,Annual,,,22.99,781.66,4,0,Varun,India,Kerala,Female,1994-03-12,,,,
1015-NSAZV,2019-10-13,Organic,2020-10-13,Basic,Annual,,,6.99,524.25,41,0,Sneha,India,Gujarat,Male,1978-03-27,,,,
4733-NJCFE,2020-03-05,Organic,2021-03-05,Basic,Monthly,,,6.99,489.3,23,0,Karan,India,Madhya Pradesh,Female,1964-01-01,2025-02-09,Y,30.0,2.0
4308-AFLTH,2020-06-26,Referral,2021-06-26,Basic,Monthly,,,8.99,602.33,58,0,Diya,India,Telangana,Female,1965-08-05,,,,
3911-WLHLT,2019-06-19,Organic,2020-06-19,Standard,Annual,,,14.99,1184.21,94,0,Pooja,India,Bihar,Female,1972-01-14,,,,
4495-EJDIH,2019-11-22,Organic,2020-11-22,Basic,Annual,,,6.99,517.26,5,0,Priya,India,Gujarat,Female,1970-07-21,,,,
4537-UUQCF,2024-08-12,Organic,2025-08-12,Basic,Monthly,,,7.99,127.84,8,0,Riya,India,Haryana,Male,2000-01-26,,,,
0828-WWZKT,2020-01-07,Organic,2021-01-07,Basic,Monthly,,,6.99,503.28,28,0,Aditya,India,Tamil Nadu,Male,1972-09-11,,,,
2993-WHROH,2021-10-01,Paid,2022-10-01,Premium,Monthly,2021-11-24,Too expensive,22.99,22.99,90,1,Aditi,India,Bihar,Female,1971-01-26,2021-10-22,Y,10.0,1.0
1718-CAWYN,2023-05-23,Organic,2024-05-23,Basic,Monthly,2024-08-06,Forgot to cancel trial,6.99,97.86,61,1,Meera,India,Delhi,Female,1988-10-14,2023-07-17,N,70.0,1.0
4661-IXHHF,2019-05-06,Paid,2020-05-06,Premium,Monthly,,,24.99,2024.19,36,0,Kavya,India,Tamil Nadu,Female,1995-06-20,,,,
9217-LXSZY,2019-12-14,Organic,2020-12-14,Premium,Monthly,,,22.99,1678.27,84,0,Arjun,India,Bihar,Male,1968-05-13,2025-12-27,N,90.0,2.0
8052-TOQRE,2023-03-15,Referral,2024-03-15,Standard,Annual,,,13.99,475.66,4,0,Varun,India,West Bengal,Female,1988-01-16,,,,
4867-BMQDM,2024-04-11,Referral,2025-04-11,Basic,Annual,2024-06-01,Too expensive,6.99,6.99,99,1,Rahul,India,Telangana,Male,1998-05-20,2024-04-30,N,60.0,1.0
8141-LMRPR,2020-02-26,Referral,2021-02-26,Standard,Monthly,,,13.99,993.29,70,0,Priya,India,West Bengal,Male,1979-12-06,2023-08-02,Y,40.0,1.0
0043-EGZZD,2020-10-20,Paid,2021-10-20,Basic,Monthly,,,7.99,503.37,10,0,Pooja,India,Tamil Nadu,Female,1976-09-24,,,,
5441-VOTTZ,2020-03-22,Referral,2021-03-22,Basic,Monthly,,,6.99,489.3,49,0,Rahul,India,Delhi,Female,1996-02-05,,,,
7059-XMSOL,2019-01-07,Referral,2020-01-07,Standard,Monthly,2019-05-26,Too expensive,15.99,63.96,61,1,Nikhil,India,Bihar,Male,1972-07-25,,,,
8302-NEUXW,2023-02-11,Organic,2024-02-11,Standard,Monthly,2023-10-02,Poor streaming quality,13.99,97.93,75,1,Mohan,India,Haryana,Female,1991-07-02,2023-07-21,N,70.0,1.0
3280-TJJLH,2020-09-13,Organic,2021-09-13,Premium,Annual,2023-01-07,Too expensive,24.99,699.72,51,1,Tanvi,India,Madhya Pradesh,Female,1981-03-24,2021-06-07,Y,50.0,1.0
3104-PNFEC,2024-09-06,Referral,2025-09-06,Basic,Monthly,,,6.99,111.84,44,0,Priya,India,Madhya Pradesh,Male,1977-12-10,,,,
9013-FRBIV,2023-08-17,Referral,2024-08-17,Standard,Annual,2024-12-12,Not enough content,15.99,255.84,97,1,Sneha,India,Madhya Pradesh,Male,1981-09-26,2024-10-19,Y,20.0,3.0
9882-BMOFL,2023-08-13,Referral,2024-08-13,Standard,Annual,,,13.99,405.71,12,0,Vishal,India,Maharashtra,Female,1997-08-28,,,,
0248-SHYMQ,2020-05-07,Paid,2021-05-07,Basic,Annual,,,7.99,543.32,1,0,Arjun,India,Maharashtra,Female,1971-08-05,,,,
7880-EOMHX,2022-06-12,Paid,2023-06-12,Premium,Monthly,,,22.99,988.57,87,0,Shreya,India,Rajasthan,Male,1975-12-08,2025-04-02,Y,60.0,2.0
8279-ZBGDZ,2022-11-27,Referral,2023-11-27,Standard,Annual,,,13.99,517.63,6,0,Tanvi,India,Telangana,Male,1997-10-08,,,,
9860-HWBSS,2024-08-04,Paid,2025-08-04,Premium,Annual,2026-04-30,Switched to competitor,24.99,524.79,37,1,Ananya,India,Gujarat,Male,1990-03-19,,,,
3743-HBWGM,2020-09-23,Organic,2021-09-23,Standard,Monthly,,,15.99,1023.36,33,0,Varun,India,Odisha,Male,2002-10-30,,,,
0592-SZQYG,2023-02-25,Referral,2024-02-25,Basic,Annual,,,6.99,237.66,44,0,Kavya,India,Bihar,Male,1968-10-09,,,,
9029-CUDGH,2020-05-18,Referral,2021-05-18,Basic,Annual,,,7.99,543.32,92,0,Aarav,India,Delhi,Male,1974-11-30,,,,
1105-IYSTZ,2019-08-21,Referral,2020-08-21,Standard,Monthly,2021-03-29,Switched to competitor,13.99,265.81,8,1,Karan,India,West Bengal,Female,1960-06-04,,,,
1585-PBTAA,2020-06-04,Organic,2021-06-04,Premium,Monthly,2020-08-01,Not enough content,22.99,22.99,81,1,Kavya,India,Gujarat,Female,1962-09-04,2020-06-16,Y,20.0,1.0
7940-YEELY,2020-06-07,Referral,2021-06-07,Standard,Annual,2021-02-16,Switched to competitor,14.99,119.92,40,1,Ishaan,India,Punjab,Female,1998-03-20,,,,
2997-JVNQX,2020-12-28,Paid,2021-12-28,Standard,Annual,,,13.99,839.4,21,0,Rahul,India,Maharashtra,Female,1963-05-22,2025-02-06,N,60.0,1.0
2205-TUWNB,2020-07-23,Paid,2021-07-23,Premium,Monthly,2020-08-31,Poor streaming quality,22.99,22.99,94,1,Varun,India,Punjab,Female,1975-08-05,2020-08-03,N,70.0,1.0
7101-IZFOO,2024-09-22,Paid,2025-09-22,Premium,Annual,2026-09-02,Switched to competitor,22.99,528.77,51,1,Pooja,India,Madhya Pradesh,Female,1962-11-29,,,,
3973-APEKX,2024-05-18,Organic,2025-05-18,Basic,Annual,,,8.99,170.81,37,0,Meera,India,Telangana,Female,2002-09-23,,,,
9465-GVSRG,2020-10-20,Referral,2021-10-20,Standard,Monthly,2023-03-14,Forgot to cancel trial,13.99,405.71,85,1,Nikhil,India,Tamil Nadu,Male,1987-11-21,2022-05-06,Y,10.0,1.0
5926-NXMIN,2020-04-21,Paid,2021-04-21,Standard,Annual,2022-03-19,Not enough content,13.99,321.77,85,1,Neha,India,Rajasthan,Female,1980-05-29,2022-01-05,N,70.0,2.0
8098-UEHET,2019-03-25,Referral,2020-03-25,Premium,Annual,2020-07-17,Too expensive,22.99,367.84,99,1,Arjun,India,Karnataka,Female,1986-07-21,2019-12-27,N,80.0,1.0
1185-LGHWY,2021-08-20,Paid,2022-08-20,Premium,Monthly,2022-06-26,Switched to competitor,22.99,229.9,19,1,Arjun,India,Kerala,Male,1965-11-19,2021-11-30,N,70.0,1.0
1551-DTSTU,2023-12-24,Organic,2024-12-24,Basic,Monthly,,,6.99,167.76,37,0,Meera,India,Uttar Pradesh,Female,1979-10-04,,,,
7658-CKCWD,2022-08-03,Referral,2023-08-03,Standard,Monthly,,,15.99,655.59,69,0,Shreya,India,Delhi,Female,1989-07-17,2025-02-17,Y,50.0,1.0
6257-MWVSP,2019-08-17,Organic,2020-08-17,Premium,Annual,2021-03-01,Poor streaming quality,22.99,413.82,73,1,Aditi,India,Delhi,Male,2000-07-01,,,,
6945-IQPNZ,2023-07-20,Referral,2024-07-20,Standard,Annual,,,13.99,405.71,60,0,Nikhil,India,West Bengal,Male,1995-08-01,,,,
6690-OKGDO,2021-06-07,Referral,2022-06-07,Basic,Annual,,,6.99,384.45,14,0,Akash,India,Haryana,Female,2002-05-04,,,,
7027-CVWON,2024-07-27,Paid,2025-07-27,Basic,Annual,,,6.99,118.83,51,0,Sneha,India,Uttar Pradesh,Female,1960-04-11,,,,
0898-HNLVK,2023-09-24,Referral,2024-09-24,Premium,Annual,2023-11-26,Not enough content,22.99,45.98,94,1,Vishal,India,Punjab,Male,1987-09-25,2023-10-30,Y,10.0,2.0
1067-RVUDF,2020-05-14,Paid,2021-05-14,Basic,Annual,,,8.99,611.32,61,0,Rahul,India,Maharashtra,Female,2002-09-29,,,,
0232-BGFHL,2020-03-03,Paid,2021-03-03,Basic,Monthly,2020-08-21,Switched to competitor,8.99,44.95,51,1,Arjun,India,Haryana,Female,1961-06-20,2020-05-30,Y,50.0,2.0
4540-UOVSH,2021-06-09,Referral,2022-06-09,Basic,Annual,,,6.99,384.45,63,0,Rahul,India,Gujarat,Male,1992-11-01,2025-01-12,N,80.0,1.0
6221-DQWSQ,2019-11-06,Referral,2020-11-06,Basic,Annual,,,6.99,517.26,43,0,Sneha,India,Madhya Pradesh,Female,1996-03-08,,,,
6798-XORJK,2022-03-02,Organic,2023-03-02,Basic,Annual,2022-10-08,Forgot to cancel trial,6.99,48.93,86,1,Sneha,India,Tamil Nadu,Male,1967-09-06,2022-07-23,Y,10.0,3.0
7254-EOAUZ,2020-10-16,Organic,2021-10-16,Basic,Monthly,2022-02-28,Too expensive,6.99,111.84,25,1,Aditi,India,Punjab,Male,1982-10-25,,,,
7572-LLULD,2023-01-02,Organic,2024-01-02,Basic,Monthly,,,7.99,287.64,36,0,Rohan,India,Tamil Nadu,Male,1963-05-15,,,,
6733-BABBE,2021-12-22,Paid,2022-12-22,Basic,Annual,2024-06-05,Forgot to cancel trial,8.99,260.71,77,1,Shreya,India,Bihar,Male,2001-06-29,2024-06-03,N,70.0,2.0
4896-RAGHD,2022-05-03,Organic,2023-05-03,Basic,Annual,,,6.99,307.56,39,0,Diya,India,Karnataka,Female,1979-10-09,,,,
9433-RMDPK,2021-03-10,Paid,2022-03-10,Standard,Monthly,,,13.99,811.42,54,0,Aditya,India,Maharashtra,Female,1975-04-28,2025-08-05,Y,10.0,1.0
0720-QEHWG,2020-08-10,Referral,2021-08-10,Premium,Monthly,2022-05-19,Too expensive,23.99,503.79,97,1,Rahul,India,Tamil Nadu,Female,1967-09-29,,,,
0703-NOXFW,2022-02-08,Organic,2023-02-08,Standard,Monthly,,,15.99,751.53,92,0,Tanvi,India,Delhi,Male,1971-11-14,,,,
8117-GNMRO,2021-09-05,Paid,2022-09-05,Premium,Annual,,,22.99,1195.48,30,0,Akash,India,Kerala,Female,1983-11-14,,,,
7805-SZQTF,2023-08-02,Organic,2024-08-02,Standard,Annual,,,13.99,405.71,53,0,Diya,India,Rajasthan,Male,1977-02-19,,,,
4028-WPIBF,2019-10-20,Organic,2020-10-20,Premium,Annual,2020-02-25,Forgot to cancel trial,22.99,91.96,61,1,Varun,India,Karnataka,Female,2005-07-16,,,,
0887-UDHEN,2023-04-17,Paid,2024-04-17,Basic,Monthly,,,7.99,255.68,59,0,Riya,India,Delhi,Male,1972-06-20,2025-09-30,Y,30.0,1.0
7073-GYNBI,2024-05-10,Organic,2025-05-10,Basic,Annual,2025-10-01,Forgot to cancel trial,6.99,111.84,81,1,Rahul,India,Bihar,Female,1961-05-29,,,,
1454-SXBDY,2021-07-07,Referral,2022-07-07,Basic,Monthly,,,6.99,377.46,34,0,Shreya,India,Karnataka,Male,1973-07-27,,,,
9984-HRKNC,2024-01-12,Organic,2025-01-12,Premium,Annual,,,23.99,551.77,28,0,Aditya,India,Punjab,Male,1973-07-25,,,,
4376-ACOEY,2019-11-20,Organic,2020-11-20,Standard,Monthly,,,14.99,1109.26,30,0,Sakshi,India,Karnataka,Male,1989-02-11,,,,
9934-SJDJV,2023-11-04,Paid,2024-11-04,Standard,Annual,2024-06-10,Too expensive,13.99,97.93,60,1,Diya,India,Telangana,Male,1992-07-21,2024-01-15,Y,20.0,1.0
6690-KJCJK,2019-06-25,Organic,2020-06-25,Basic,Annual,2020-11-11,Not enough content,6.99,111.84,59,1,Nikhil,India,Delhi,Male,1976-07-21,,,,
2922-TCQVQ,2019-01-14,Referral,2020-01-14,Basic,Monthly,2020-10-16,Too expensive,8.99,188.79,10,1,Sakshi,India,Bihar,Male,1971-03-19,2019-11-03,N,100.0,1.0
0633-CZURE,2022-08-15,Organic,2023-08-15,Premium,Annual,2024-10-31,Forgot to cancel trial,24.99,649.74,17,1,Neha,India,Karnataka,Male,1989-05-03,,,,
7059-ESUEM,2023-03-15,Referral,2024-03-15,Standard,Annual,,,14.99,509.66,81,0,Aarav,India,Telangana,Male,2002-03-04,2024-05-06,Y,30.0,1.0
4103-JKBUX,2023-07-21,Referral,2024-07-21,Standard,Annual,,,13.99,405.71,16,0,Sakshi,India,Delhi,Male,1994-01-24,2024-11-18,N,80.0,1.0
6693-ZCCLH,2024-02-25,Referral,2025-02-25,Standard,Annual,,,15.99,351.78,37,0,Rohan,India,Gujarat,Male,1994-11-09,,,,
1007-RPXDO,2021-01-21,Organic,2022-01-21,Premium,Annual,,,22.99,1379.4,25,0,Meera,India,Haryana,Female,1995-06-16,,,,
4777-PGGRS,2019-07-05,Referral,2020-07-05,Basic,Monthly,,,6.99,552.21,27,0,Rahul,India,Punjab,Female,2000-01-07,2022-09-20,N,90.0,1.0
1732-RBQGI,2023-06-14,Organic,2024-06-14,Premium,Monthly,2025-06-11,Too expensive,24.99,599.76,69,1,Varun,India,Rajasthan,Male,1969-12-31,,,,
5786-ECJCS,2019-05-10,Paid,2020-05-10,Basic,Annual,2021-07-29,Poor streaming quality,6.99,188.73,99,1,Ananya,India,Bihar,Male,1964-04-20,2020-11-29,Y,10.0,1.0
9080-FHZHF,2024-11-26,Organic,2025-11-26,Basic,Annual,,,6.99,90.87,11,0,Neha,India,Karnataka,Male,1962-01-21,,,,
1654-SDSBJ,2024-11-17,Paid,2025-11-17,Standard,Annual,,,14.99,194.87,21,0,Nikhil,India,Punjab,Male,1997-03-28,2025-07-07,N,70.0,1.0
4826-BMHEA,2022-04-08,Paid,2023-04-08,Standard,Monthly,,,15.99,719.55,7,0,Akash,India,Tamil Nadu,Male,1965-06-10,,,,
1483-KTFPW,2019-04-03,Referral,2020-04-03,Basic,Annual,,,6.99,573.18,20,0,Karan,India,Rajasthan,Male,1969-02-28,,,,
9023-JAZWV,2023-02-06,Organic,2024-02-06,Premium,Annual,2024-07-14,Forgot to cancel trial,24.99,424.83,62,1,Arjun,India,Haryana,Male,1971-05-15,,,,
8690-HKGSJ,2024-07-08,Paid,2025-07-08,Basic,Monthly,,,6.99,125.82,21,0,Rohan,India,Maharashtra,Male,2002-03-17,,,,
1528-LEBIC,2019-03-04,Referral,2020-03-04,Basic,Monthly,,,8.99,746.17,2,0,Diya,India,Haryana,Male,1973-09-24,2019-11-17,N,100.0,1.0
5942-IWWOQ,2022-02-05,Organic,2023-02-05,Basic,Monthly,2023-07-29,Switched to competitor,7.99,135.83,72,1,Mohan,India,Madhya Pradesh,Female,1987-04-11,,,,
5811-MOQYI,2021-10-13,Referral,2022-10-13,Standard,Annual,,,14.99,764.49,74,0,Aarav,India,Haryana,Female,1988-11-07,,,,
6572-LUJDM,2019-09-09,Referral,2020-09-09,Standard,Annual,,,13.99,1063.24,7,0,Nikhil,India,Punjab,Male,1989-08-18,,,,
8581-FKQZB,2022-09-17,Referral,2023-09-17,Premium,Annual,,,24.99,999.6,64,0,Mohan,India,Bihar,Female,1973-10-14,2024-01-26,N,100.0,1.0
1339-PECWG,2020-11-16,Referral,2021-11-16,Basic,Monthly,,,6.99,433.38,3,0,Sakshi,India,Haryana,Male,1998-01-26,,,,
2835-QEJFK,2024-06-06,Paid,2025-06-06,Standard,Monthly,,,13.99,265.81,40,0,Diya,India,Rajasthan,Female,1978-05-10,,,,
0061-QQVHP,2022-10-04,Organic,2023-10-04,Basic,Monthly,,,6.99,272.61,13,0,Pooja,India,Madhya Pradesh,Male,1971-04-09,2023-07-29,N,60.0,2.0
4039-VIKVU,2020-04-06,Referral,2021-04-06,Basic,Monthly,2022-03-28,Too expensive,6.99,167.76,95,1,Rahul,India,Kerala,Male,1989-03-09,2020-07-29,Y,60.0,1.0
3780-ZPTEB,2021-12-21,Referral,2022-12-21,Premium,Monthly,,,23.99,1175.51,65,0,Meera,India,Delhi,Male,1980-07-08,,,,
5108-IGHPB,2019-03-08,Referral,2020-03-08,Premium,Monthly,,,22.99,1908.17,64,0,Nikhil,India,West Bengal,Male,1972-08-24,,,,
7978-MHGJI,2022-11-04,Organic,2023-11-04,Premium,Annual,,,24.99,949.62,73,0,Priya,India,Uttar Pradesh,Male,1979-11-06,2025-02-20,N,80.0,1.0
8727-EUSMC,2019-11-14,Paid,2020-11-14,Standard,Monthly,,,13.99,1035.26,21,0,Sneha,India,West Bengal,Female,1975-05-02,,,,
8387-PXWPQ,2022-05-16,Paid,2023-05-16,Standard,Monthly,,,13.99,615.56,52,0,Rohan,India,Gujarat,Male,2000-07-25,2024-01-22,Y,40.0,2.0
1897-SDWHB,2021-11-24,Organic,2022-11-24,Standard,Monthly,2024-02-16,Too expensive,15.99,431.73,50,1,Neha,India,Maharashtra,Male,1975-08-23,2023-10-19,N,80.0,1.0
3601-WHJND,2022-03-27,Referral,2023-03-27,Basic,Monthly,2022-09-10,Too expensive,6.99,34.95,77,1,Vishal,India,Odisha,Female,1992-04-01,2022-05-21,N,80.0,1.0
0896-FAATO,2020-10-23,Paid,2021-10-23,Basic,Annual,2022-03-30,Not enough content,8.99,152.83,90,1,Diya,India,Gujarat,Male,2003-09-01,2021-11-13,N,90.0,1.0
6834-RYDNV,2021-07-20,Paid,2022-07-20,Basic,Monthly,2022-01-21,Forgot to cancel trial,6.99,41.94,77,1,Akash,India,Bihar,Female,1980-07-25,2022-01-20,Y,60.0,3.0
2568-PPJXN,2020-12-04,Referral,2021-12-04,Premium,Monthly,,,22.99,1402.39,6,0,Diya,India,Gujarat,Male,2001-07-17,,,,
1113-BBIEZ,2024-11-07,Referral,2025-11-07,Standard,Monthly,,,14.99,194.87,5,0,Aditya,India,Madhya Pradesh,Female,1983-07-17,,,,
